userId,movieId,rating,timestamp
1,2,3.5,980730861
1,29,3.5,980731380
1,32,3.5,980731926
1,47,3.5,980732037
1,50,3.5,980730408
1,112,3.5,980731766
1,151,4,980731282
1,223,4,980730769
1,253,4,980731208
1,260,4,980732235
1,293,4,980731417
1,296,4,980731745
1,318,4,980731621
1,337,3.5,980731380
1,367,3.5,980731312
1,541,4,980732235
1,589,3.5,980731789
1,593,3.5,980730816
1,653,3,980730816
1,919,3.5,980731903
1,924,3.5,980731745
1,1009,3.5,980731312
1,1036,4,980730464
1,1079,4,980731842
1,1080,3.5,980732194
1,1089,3.5,980730794
1,1090,4,980732165
1,1097,4,980731312
1,1136,3.5,980731433
1,1193,3.5,980732037
1,1196,4.5,980731766
1,1198,4.5,980731712
1,1200,4,980731860
1,1201,3,980731988
1,1208,3.5,980730742
1,1214,4,980731647
1,1215,4,980731662
1,1217,3.5,980731542
1,1219,4,980732235
1,1222,3.5,980731282
1,1240,4,980731208
1,1243,3,980730816
1,1246,3.5,980730952
1,1249,4,980731208
1,1258,4,980731712
1,1259,4,980731882
1,1261,3.5,980731882
1,1262,3.5,980731943
1,1266,4,980731565
1,1278,4,980731063
1,1291,3.5,980730935
1,1304,3,980730769
1,1321,4,980730769
1,1333,4,980731882
1,1348,3.5,980731842
1,1350,3.5,980730742
1,1358,4,980731860
1,1370,3,980732109
1,1374,4,980730383
1,1387,4,980730769
1,1525,3,980730898
1,1584,3.5,980731501
1,1750,3.5,980730879
1,1848,3.5,980730742
1,1920,3.5,980731263
1,1967,4,980731112
1,1994,3.5,980730794
1,1997,3.5,980730794
1,2021,4,980731647
1,2100,4,980731903
1,2118,4,980731149
1,2138,4,980731523
1,2140,4,980730952
1,2143,4,980730742
1,2173,4,980730935
1,2174,4,980731078
1,2193,4,980732146
1,2194,3.5,980731842
1,2253,3.5,980731063
1,2288,4,980731112
1,2291,4,980732146
1,2542,4,980730794
1,2628,4,980730952
1,2644,3.5,980731134
1,2648,3.5,980731542
1,2664,3.5,980731565
1,2683,3.5,980731565
1,2692,3.5,980731943
1,2716,3.5,980731433
1,2761,3,980731943
1,2762,4,980730964
1,2804,3.5,980731882
1,2872,4,980732235
1,2918,3.5,980730769
1,2944,4,980731092
1,2947,3.5,980731332
1,2959,4,980731565
1,2968,4,980731135
1,3000,3.5,980730464
1,3030,3,980732011
1,3037,3.5,980731988
1,3081,4,980730408
1,3153,4,980731789
1,3265,3.5,980730816
1,3438,3.5,980731188
1,3476,3.5,980731680
1,3479,4,980731745
1,3489,4,980731333
1,3499,4,980731766
1,3889,4,980731380
1,3932,3,980731860
1,3996,4,980731789
1,3997,3.5,980731333
1,4011,4,980731312
1,4027,4,980731988
1,4105,3.5,980731766
1,4128,4,980731745
1,4133,3,980731247
1,4226,3.5,980730834
1,4306,4,980731903
1,4446,3.5,980731501
1,4467,4,980731542
1,4571,4,980730383
1,4720,3.5,980730898
1,4754,4,980731357
1,4878,3.5,980731621
1,4896,4,980732011
1,4911,4,980732011
1,4915,3,980732011
1,4941,3.5,980730834
1,4980,3.5,980731662
1,4993,5,980731565
1,5026,4,980731312
1,5039,4,980731583
1,5040,3,980731247
1,5146,3.5,980731149
1,5171,4,980731712
1,5540,4,980731263
1,5679,3.5,980731903
1,5797,4,980730742
1,5816,4,980731228
1,5898,3.5,980732194
1,5952,5,980731943
1,5999,3.5,980731647
1,6093,4,980732248
1,6242,3.5,980732211
1,6333,4,980730879
1,6502,3.5,980730861
1,6539,4,980731078
1,6754,4,980731542
1,6755,3.5,980730794
1,6774,4,980731208
1,6807,3.5,980731501
1,6834,3.5,980730861
1,6888,3,980732248
1,7001,3.5,980731621
1,7045,3.5,980731501
1,7046,4,980731333
1,7153,5,980731523
1,7164,3.5,980731135
1,7247,3.5,980731042
1,7387,3.5,980730816
1,7389,4,980731043
1,7438,4,980731621
1,7449,3.5,980730742
1,7454,4,980730898
1,7482,3,980731228
1,7757,4,980732194
1,8368,4,980732194
1,8482,3.5,980730861
1,8507,5,980730794
1,8636,4.5,980730861
1,8690,3.5,980732194
1,8961,4,980730982
1,31696,4,980731092
2,3,4,980731247
2,62,5,980730982
2,70,5,980731501
2,110,4,980731969
2,242,3,980731680
2,260,5,980732211
2,266,5,980730879
2,469,3,980732061
2,480,5,980730996
2,541,5,980731357
2,589,5,980731789
2,891,2,980731228
2,908,4,980731163
2,924,5,980731712
2,1121,3,980731135
2,1196,5,980731860
2,1210,5,980731523
2,1214,5,980732165
2,1249,5,980730879
2,1259,5,980731163
2,1270,5,980731583
2,1327,5,980732061
2,1356,5,980731988
2,1544,5,980730834
2,1580,4,980731470
2,1673,4,980732165
2,1748,5,980732146
2,1965,3,980731903
2,1969,2,980731357
2,1970,2,980731969
2,1971,2,980731882
2,1972,2,980731680
2,1973,3,980731247
2,1974,5,980731312
2,1986,2,980731926
2,2291,2,980731926
2,2454,4,980730861
2,2455,4,980731523
2,2791,2,980731601
2,2858,3,980731943
2,2948,5,980731357
2,2951,4,980730682
2,3150,4,980731380
2,3159,3,980730641
2,3173,4,980730641
2,3450,5,980730641
2,3513,5,980730605
2,3534,3,980730573
2,3555,4,980730573
2,3565,3,980730573
2,3703,4,980730539
2,3753,4,980732109
2,3917,4,1091931556
2,3918,3,1091931572
2,3923,4,1091931000
2,3926,4,1091931562
2,3927,5,1091930815
2,3928,5,1091931501
2,3930,5,1091930918
2,3937,4,1091931487
2,3959,5,1091931517
3,1,4,1091931510
3,24,3,1091931468
3,32,4,1091931476
3,50,5,1091930791
3,160,3,1091931453
3,173,2,1091931458
3,175,5,1091931402
3,196,3,1091931076
3,223,5,1091930862
3,260,5,1091930923
3,316,5,1091931391
3,318,5,1091930848
3,329,5,1091930810
3,337,3,1091930938
3,440,3,1091931441
3,442,3,1091930838
3,457,5,1091931752
3,480,5,1091930696
3,490,5,1091931347
3,512,2,1091930874
3,541,5,1091931766
3,589,4,1091931368
3,593,5,1091930858
3,610,4,1091931323
3,718,3,1091931038
3,780,3,1091931730
3,788,4,1091930961
3,858,5,1091930686
3,904,5,1091931374
3,905,3,1091931027
3,919,4,1091931706
3,924,5,1091931328
3,953,5,1091930752
3,968,3,1091931677
3,1037,3,1091930739
3,1060,5,1091930710
3,1073,5,1091930663
3,1077,4,1091930780
3,1079,4,1091930976
3,1084,5,1091930833
3,1089,5,1091930724
3,1094,4,1091931361
3,1097,5,1091930933
3,1103,4,1091931545
3,1125,4,1091930995
3,1127,3,1091932766
3,1129,5,901233027
3,1179,3,901234813
3,1188,2,901233027
3,1193,4,901233027
3,1196,5,901234495
3,1197,5,901234813
3,1198,5,901234813
3,1199,4,901233027
3,1200,4,901233284
3,1206,5,901232920
3,1208,5,901233502
3,1210,5,901235150
3,1213,5,901233123
3,1214,5,901232635
3,1215,4,901233123
3,1219,4,901233700
3,1220,5,901235058
3,1221,5,901233423
3,1222,5,901233230
3,1225,3,901234208
3,1228,3,901234983
3,1230,5,901233375
3,1240,5,901233671
3,1242,5,901233337
3,1247,5,901233076
3,1257,5,901235086
3,1258,5,901234208
3,1259,5,901234208
3,1261,5,901234243
3,1266,5,901233565
3,1270,5,901233565
3,1272,4,901233027
3,1276,5,901234983
3,1278,5,901233375
3,1288,2,901233337
3,1304,5,901233076
3,1307,4,901233230
3,1321,5,901234290
3,1330,3,901232721
3,1333,4,901233192
3,1345,4,901233076
3,1356,5,901234243
3,1372,3,901232862
3,1373,4,901232558
3,1374,5,901234764
3,1375,5,901232816
3,1376,4,901234566
3,1396,3,901235186
3,1544,4,901234244
3,1584,4,901234322
3,1603,4,901234208
3,1653,4,901234282
3,1674,4,901234322
3,1676,5,901234282
3,1721,4,901234208
3,1762,4,901233634
3,1779,3,901233423
3,1810,3,901235186
3,1831,5,901233192
3,1876,4,901233123
3,1882,4,901232593
3,1909,5,901234733
3,1917,4,901233123
3,1921,4,901234282
3,2009,5,901234635
3,2011,3,901233461
3,2012,3,901234891
3,2018,4,901233461
3,2028,4,901233600
3,2034,4,901234410
3,2046,5,901233502
3,2053,3,901233600
3,2054,4,901235150
3,2076,5,901234243
3,2093,5,901233502
3,2105,4,901233284
3,2117,5,901233076
3,2118,5,901234598
3,2140,4,901233634
3,2150,5,901232346
3,2236,4,901233337
3,2288,5,901234384
3,2311,4,901232774
3,2329,4,901234690
3,2366,4,901234410
3,2371,4,901234891
3,2391,5,901234384
3,2407,4,901234850
3,2428,4,901234635
3,2448,5,901234384
3,2455,4,901233529
3,2505,4,901234384
3,2528,4,901234322
3,2529,5,901234384
3,2530,4,901234244
3,2531,3,1078690634
3,2532,4,1078688868
3,2533,3,1078688822
3,2541,1,1078690606
3,2551,4,1078688881
3,2567,3,1078690274
3,2571,5,1078690795
3,2574,3,1078690627
3,2613,4,1078690343
3,2615,4,1078688875
3,2628,5,1078688885
3,2640,4,1078690785
3,2642,3,1078690788
3,2643,1,1078689818
3,2657,3,1078689809
3,2662,3,1078690559
3,2668,4,1078688855
3,2676,1,1078690611
3,2694,4,1078689824
3,2699,3,1078690778
3,2710,5,1078688897
3,2722,4,1078688847
3,2750,4,1078690621
3,2788,5,1078690631
3,2791,5,1078690623
3,2797,4,1078690320
3,2808,4,1078689846
3,2857,3,1078690553
3,2872,5,1078690769
3,2900,3,1078690585
3,2901,3,1078690763
3,2916,4,1078690573
3,2918,5,1078688902
3,2947,4,1078690733
3,2948,4,1078690581
3,2949,4,1078690588
3,2968,5,1078690405
3,2985,5,1078690724
3,2986,2,1078690567
3,3033,5,1078690742
3,3039,5,1078690747
3,3070,4,1078688859
3,3072,4,1078690711
3,3098,4,1078689813
3,3142,4,1078689802
3,5060,5,1078690564
4,6,3,1078690716
4,10,4,1078690703
4,19,3,1078690596
4,32,1,1078690095
4,165,3,1078688814
4,329,3,1078690601
4,350,4,1078689829
4,356,4,1078690877
4,367,3,1078688838
4,368,4,1078689836
4,370,4,1078689850
4,377,4,1078690078
4,380,3,1078690003
4,420,3,1078690667
4,431,4,1078690358
4,440,3,1078690890
4,454,5,1078689872
4,480,4,1078688843
4,489,4,1078690867
4,519,3,1078690673
4,520,4,1078688801
4,531,3,1078689949
4,548,3,1078690419
4,586,4,1078690655
4,589,4,1078688891
4,594,4,1078690680
4,596,4,1078689341
4,733,5,1078690841
5,2,3,1078690833
5,11,5,1078690645
5,17,3,1078690824
5,60,3,1078689961
5,62,5,1078690152
5,104,2,1078690846
5,110,4,1078689861
5,140,2,1078690809
5,141,5,1078690158
5,150,5,1078690257
5,224,2,1078690099
5,235,3,1078690230
5,260,5,1078690059
5,282,4,1078691013
5,316,4,1078690048
5,318,5,1078690943
5,350,4,1078690154
5,364,5,1078690963
5,367,3,1078690027
5,368,5,1230545117
5,370,4,1230545057
5,376,4,1230543957
5,377,5,1230544620
5,380,5,1230545060
5,440,5,1230544549
5,454,5,1230550222
5,457,5,1230544521
5,475,4,1230544509
5,480,4,1230550172
5,491,4,1230544516
5,500,5,1230544799
5,508,5,1230550100
5,515,3,1230550119
5,529,4,1230544583
5,531,5,1230544598
5,587,4,1230544570
5,588,5,1230682558
5,589,5,1230544490
5,590,5,1230544561
5,593,3,1230544240
5,594,5,1230682802
5,595,5,1230544587
5,608,3,1230544622
5,631,3,1230544485
5,648,3,1230544828
5,671,5,1230682787
5,708,3,1230545003
5,720,5,1230544541
5,736,5,1230544933
5,780,5,1230544980
5,788,3,1230544505
5,832,5,1422029323
5,1028,5,1422029439
5,1035,5,1422029345
5,1036,5,1422029308
5,1042,4,1422029320
5,1073,2,1422029501
5,1079,5,1422029555
5,1080,5,1421881061
5,1097,5,1422029384
5,1136,5,1422029482
5,1196,5,1422029452
5,1198,5,1421881055
5,1210,5,1422029315
5,1291,5,1422029272
5,1393,5,1422029338
6,1,5,1422029568
6,3,3,1422029407
6,7,5,1422029333
6,17,5,1422029288
6,52,5,1421881372
6,62,5,1422029616
6,135,3,1421881569
6,140,4,1421882107
6,141,5,1421881987
6,260,4,1421881630
6,494,4,1421881967
6,628,4,1421881517
6,648,5,1421881466
6,653,4,1421881571
6,708,4,1422029630
6,719,3,1421881534
6,733,3,1421881380
6,736,2,1421881725
6,743,3,1421881705
6,762,3,1421881393
6,780,3,1421881582
6,788,4,1421881382
6,802,3,1421881605
6,1073,1,1421881907
7,3,3,1421881552
7,7,3,1421882310
7,11,4,1421881654
7,15,2,1421881736
7,16,3,1421881488
7,17,2,1421881647
7,24,3,1422029474
7,105,2,1421881518
7,122,2,1421881765
7,151,3,1421882182
7,252,2,1422029318
7,260,5,1421881672
7,271,3,1421881565
7,276,2,1421881444
7,316,3,1421881578
7,339,3,1421881580
7,348,4,1421881419
7,351,3,1421881390
7,355,3,1421882016
7,356,4,1422029351
7,357,3,1421881843
7,362,3,1421882172
7,364,4,1421881774
7,377,3,1421881634
7,425,3,1421882275
7,440,4,1421881912
7,480,5,1421881789
7,509,2,1421882030
7,539,4,1421881964
7,553,4,1421882636
7,587,5,1421882333
7,589,5,1421881864
7,590,4,1421881839
7,597,4,1421881866
7,674,2,1421881933
7,708,3,1421881678
7,736,3,1421882400
7,750,5,1421882963
7,780,4,1421881401
7,788,3,1421881403
7,806,1,1421881363
7,852,3,1421881778
7,880,3,1421881786
7,899,4,1421882964
7,908,4,1421881822
7,912,5,1421882861
7,914,3,1421881694
7,920,4,1421882059
7,922,3,1421881942
7,924,3,1421881880
7,928,3,1421882083
7,932,3,1421882118
7,952,3,1421881369
7,1017,4,1421881556
7,1020,3,1421881811
7,1077,5,1421882041
7,1094,3,1421881483
7,1095,1,1421881424
7,1097,4,1421881508
7,1101,3,1421881470
7,1183,3,1421881506
7,1196,5,1421881758
7,1206,2,1421881752
7,1210,5,1421881629
7,1230,3,1421882660
7,1247,4,1421882224
7,1253,4,1422031161
7,1256,5,1421882174
7,1259,3,1421881430
7,1265,4,1421881882
7,1270,4,1421881447
7,1271,4,1421881971
7,1272,4,1421881546
7,1301,3,1422030927
7,1307,3,1421881386
7,1343,3,1422030887
7,1357,4,1421881428
7,1385,4,1421881367
7,1391,2,1421881522
7,1393,3,1422030996
7,1408,3,1422030505
7,1409,2,1421881163
7,1441,3,1422030558
7,1449,4,1422030551
7,1466,3,1422030527
7,1513,2,1422030408
7,1517,3,1422029687
7,1544,4,1422030451
7,1573,3,1421881153
7,1580,3,1422030416
7,1597,3,1421881157
7,1617,3,1421881102
7,1674,4,1422030410
7,1682,2,1422030330
7,1721,5,1422030321
7,1777,4,1421881100
7,1882,3,1421882807
7,1888,3,1422031128
7,1894,3,1421881129
7,1911,4,1421881109
7,1917,4,1422030286
7,1932,3,1421881077
7,1964,3,1421881121
7,2011,4,1421881082
7,2012,4,1422030269
7,2013,3,1422030225
7,2018,4,1421881167
7,2028,5,1422030195
7,2054,3,1422030165
7,2067,3,1422030112
7,2080,4,1422030109
7,2081,3,1422030058
7,2108,3,1422030048
7,2112,3,1421881114
7,2125,3,1422029601
7,2146,3,1421881078
7,2195,2,1421881099
7,2243,3,1422030018
7,2266,2,1421881273
7,2297,3,1421881329
7,2311,3,1422029971
7,2316,3,1422029951
7,2333,3,1421881289
7,2346,3,1422029920
7,2363,3,1422030115
7,2367,3,1421881237
7,2384,3,1421881244
7,2385,2,1421881248
7,2390,4,1421881226
7,2396,3,835583333
7,2403,4,834624766
7,2405,4,834624148
7,2407,4,834624725
7,2424,3,834718430
7,2427,3,834624340
7,2463,4,834625510
7,2468,2,834625929
7,2469,3,838338627
7,2478,2,834624340
7,2498,2,834624409
7,2529,4,834625243
7,2535,3,834624340
7,2546,3,834625280
7,2558,3,834719883
7,2598,3,835584274
7,2628,4,834627402
7,2633,3,835583492
7,2640,4,834624283
7,2641,4,838336588
7,2642,3,838359157
7,2654,4,834625929
7,2657,2,834719985
7,2664,4,834627531
7,2671,4,838335130
7,2683,3,834624077
7,2694,3,834625243
7,2701,3,834624409
7,2716,4,834624076
7,2722,3,834625876
7,2723,3,834624812
7,2734,2,834624453
7,2752,4,834626179
7,2762,5,834624187
7,2770,2,835583492
7,2858,3,838337480
7,2861,3,834624725
7,2881,4,834624766
7,2908,4,834624187
7,2916,3,834625468
7,2942,5,834625611
7,2950,3,834624111
7,2959,4,834624688
7,2968,2,834625468
7,2987,4,834625876
7,2993,4,834624812
7,3004,2,834624368
7,3032,2,834625403
7,3033,2,834624453
7,3037,4,834626063
7,3039,3,834624148
7,3062,3,835583492
7,3074,3,834624036
7,3081,2,834624454
7,3086,4,834624110
7,3103,2,834624340
7,3108,3,834625900
7,3118,3,834626146
7,3156,3,834624111
7,3175,2,834624148
7,3176,2,834625670
7,3179,5,834628008
7,3185,3,834624076
7,3194,4,834624076
7,3199,2,834625280
7,3219,2,835583888
7,3235,3,834625611
7,3244,3,834625757
7,3334,3,835583431
7,3341,4,834625569
7,3354,3,834627928
7,3363,4,834626179
7,3408,4,834624453
7,3417,5,834624688
7,3448,4,834626063
7,3469,4,834626146
7,3479,5,834627959
7,3501,3,834625432
7,3510,4,834624036
7,3512,4,834625611
7,3524,4,834718850
7,3526,3,834624283
7,3527,3,834627379
7,3528,2,834627379
7,3578,5,834627743
7,3593,2,834719833
7,3671,4,834624148
7,3684,3,834625243
7,3699,4,834718386
7,3701,3,834720261
7,3717,2,834624454
7,3753,4,834624283
7,3754,2,834720387
7,3793,4,835597134
7,3798,2,834627127
7,3824,2,834625510
7,3826,4,838336329
7,3827,3,834627531
7,3844,3,834625280
7,3864,3,834626146
7,3911,4,834718610
7,3926,3,834625876
7,3932,4,834625569
7,3959,4,834625365
7,3977,4,834719833
7,3978,3,834627342
7,3987,4,834625569
7,3988,4,834625640
7,3994,3,834719111
7,4018,3,834719800
7,4019,4,834719883
7,4023,3,834719719
7,4041,4,834625730
7,4062,3,834625670
7,4155,3,834624076
7,4186,4,834625403
7,4270,3,834624036
7,4306,5,834624035
7,4308,4,834624283
7,4310,3,834627157
7,4317,3,834624111
7,4339,4,834625670
7,4349,3,834626018
7,4361,3,834627959
7,4368,3,964736358
7,4370,2,966029351
7,4464,2,964736626
7,4503,3,964736358
7,4545,4,964736190
7,4603,2,966029278
7,4626,4,964736308
7,4638,4,966029440
7,4639,2,966029633
7,4643,4,964735903
7,4661,2,964737272
7,4700,3,964737272
7,4736,3,964736527
7,4799,5,964736568
7,4848,1,964737229
7,4867,4,966029278
7,4874,4,964736705
7,4896,3,964736432
7,4963,5,964735839
7,4993,4,964736258
7,4994,4,964737323
7,4995,3,964735903
7,5009,3,964737111
8,1,4,964735903
8,3,5,964735952
8,6,3,966029591
8,10,4,966029440
8,19,1,966029351
8,21,4,964736568
8,39,3,964735574
8,47,5,964736102
8,48,4,964736308
8,110,5,964737272
8,150,4,964736626
8,153,3,964736258
8,161,4,966029591
8,165,3,964736308
8,168,3,964736144
8,172,1,964736476
8,173,3,964736432
8,185,2,964736705
8,207,4,964735903
8,208,3,964736705
8,231,3,964736476
8,236,4,964735839
8,253,4,964735839
8,266,5,964736843
8,276,3,964736102
8,277,4,964736476
8,288,5,964736001
8,292,4,964735952
8,296,5,964736001
8,316,2,964736102
8,329,3,964735839
8,338,2,964736432
8,339,4,964737367
8,344,3,966029351
8,349,5,964736705
8,350,4,964736626
8,353,3,964735603
8,355,2,966029440
8,356,5,966029541
8,357,4,966029351
8,364,4,966029440
8,367,3,964737323
8,372,4,966029278
8,377,4,964737111
8,380,4,966029278
8,381,4,966029351
8,434,5,964737323
8,442,4,966029591
8,454,4,964735952
8,457,5,966029633
8,480,4,964735952
8,500,4,964736752
8,508,3,966029278
8,527,5,964736144
8,539,4,964735574
8,550,4,966029351
8,551,4,964737323
8,552,3,966029440
8,553,5,964737323
8,587,4,964736001
8,588,3,964736190
8,589,5,964735952
8,590,5,964737229
8,592,4,964736752
8,593,5,964735574
8,595,3,964736001
8,597,5,964735782
8,610,4,966029278
8,648,5,964736795
8,733,4,964736527
9,356,4,964736706
9,858,5,964736752
9,1219,3,964737323
9,1911,3,964736258
9,1923,4,966029278
9,1997,5,964736843
9,2279,3,964736432
9,2605,2,964736706
9,2683,3,966029278
9,2688,3,964735839
9,2706,4,966029541
9,2710,3,966029351
9,2719,2,964736358
9,2722,2,964735903
9,2840,3,964736626
9,2841,4,964736626
9,2959,5,964737184
9,3016,2,964736258
9,3785,2,964736190
9,3798,5,964736308
9,3857,3,966029541
9,3908,2,964736527
9,3979,3,964735574
9,3994,3,964736050
9,3999,2,966029541
9,4022,4,964737184
9,4030,2,964735839
9,4034,1,964737272
9,4148,5,964737229
9,4369,4,964737184
9,4483,2,964736050
9,4502,1,964736432
9,4509,3,964737111
9,4519,2,964736102
9,4533,3,964736795
10,1,4,964736626
10,11,4,844674517
10,25,4,844674667
10,260,4,844674216
10,356,3,844674480
10,527,5,844673922
10,858,5,844674056
10,912,4,844674667
10,969,4,844673993
10,1094,3,844674269
10,1136,4,844674234
10,1196,4,844674741
10,1198,4,844674216
10,1204,3,844673945
10,1208,4,844674676
10,1210,4,844674173
10,1221,5,844674234
10,1222,3,844673922
10,1230,4,844674618
10,1240,4,844674867
10,1242,4,844674113
10,1247,5,844674584
10,1250,4,844673780
10,1304,3,844674132
10,1387,5,844674858
10,1721,4,844673900
10,1960,3,844674152
10,2028,4,844673900
10,2058,3,844674216
10,2194,4,844674667
10,2384,4,844674132
10,2529,3,844674328
10,2657,4,844674461
10,2797,4,844674234
10,2944,4,844674328
10,2948,4,844674113
10,3062,4,844674074
10,3107,3,844674252
11,1,4.5,844674328
